"";"properties_skz";"lat";"long";"school_adress";"properties_bezeichnung";"properties_erhalter";"elevation";"tooltip"
"246";902051;48,2155407;16,3773783;"Kleine Sperlgasse 2a, 1020 Wien";"Volksschule";"öffentl.";0,32;"32% - 

 - Volksschule - Kleine Sperlgasse 2a, 1020 Wien - 

 - öffentl."
"247";902101;48,223532;16,402895;"Vorgartenstraße 191, 1020 Wien";"Volksschule";"öffentl.";0,4;"40% - 

 - Volksschule - Vorgartenstraße 191, 1020 Wien - 

 - öffentl."
"248";902011;48,1964153;16,4433338;"Aspernallee 5, 1020 Wien";"Volksschule";"öffentl.";0,679245283018868;"68% - 

 - Volksschule - Aspernallee 5, 1020 Wien - 

 - öffentl."
"249";902121;48,2202157;16,3989817;"Wolfgang-Schmälzl-Gasse 13, 1020 Wien";"Volksschule";"öffentl.";0,584905660377358;"58% - 

 - Volksschule - Wolfgang-Schmälzl-Gasse 13, 1020 Wien - 

 - öffentl."
"250";902141;48,2122119;16,4175064;"Vorgartenstraße 208, 1020 Wien";"Volksschule 2";"öffentl.";0,347368421052632;"35% - 

 - Volksschule 2 - Vorgartenstraße 208, 1020 Wien - 

 - öffentl."
"251";902071;48,2186668;16,3853998;"Novaragasse 30, 1020 Wien";"Volksschule";"öffentl.";0,646464646464647;"65% - 

 - Volksschule - Novaragasse 30, 1020 Wien - 

 - öffentl."
"252";902151;48,2252698;16,3957616;"Ernst-Melchior-Gasse 9, 1020 Wien";"Volksschule";"öffentl.";0,570175438596491;"57% - 

 - Volksschule - Ernst-Melchior-Gasse 9, 1020 Wien - 

 - öffentl."
"253";902261;48,2223248;16,3976007;"Lasallestraße 7a/Unit 4/Top 2, 1020 Wien";"Privatschule Volksschule des Vereins Verein zum Betrieb von katholischen Privatschulen - Stella International School";"privat";NA;"NA - 

 - Privatschule Volksschule des Vereins Verein zum Betrieb von katholischen Privatschulen - Stella International School - Lasallestraße 7a/Unit 4/Top 2, 1020 Wien - 

 - privat"
"254";902131;48,2214883;16,3745793;"Leopoldsgasse 1a, 1020 Wien";"Volksschule Sankt Elisabeth des Schulvereines der Schulschwestern vom III.Orden des hl. Franziskus";"privat";0,736111111111111;"74% - 

 - Volksschule Sankt Elisabeth des Schulvereines der Schulschwestern vom III.Orden des hl. Franziskus - Leopoldsgasse 1a, 1020 Wien - 

 - privat"
"255";902211;48,2162251;16,3856788;"Nepomukgasse 2, 1020 Wien";"Evangelische Volksschule Wien-Leopoldstadt des Verbandes der schulerhaltenden Wiener evangelischen Pfarrgemeinden A.B. (Schulgemeinde)";"privat";0,759036144578313;"76% - 

 - Evangelische Volksschule Wien-Leopoldstadt des Verbandes der schulerhaltenden Wiener evangelischen Pfarrgemeinden A.B. (Schulgemeinde) - Nepomukgasse 2, 1020 Wien - 

 - privat"
"256";902231;48,2198814;16,3841238;"Große Stadtgutgasse 24, 1020 Wien";"Private Volksschule für Mädchen des Israelitischen Tempel- und Schulvereins Machsike-Hadass";"privat";NA;"NA - 

 - Private Volksschule für Mädchen des Israelitischen Tempel- und Schulvereins Machsike-Hadass - Große Stadtgutgasse 24, 1020 Wien - 

 - privat"
"257";902201;48,228443;16,379427;"Rabbiner-Schneerson-Platz 1, 1020 Wien";"Private Volksschule Lauder Chabad";"privat";NA;"NA - 

 - Private Volksschule Lauder Chabad - Rabbiner-Schneerson-Platz 1, 1020 Wien - 

 - privat"
"258";902181;48,2064411;16,4292541;"Simon Wiesenthal-Gasse 3, 1020 Wien";"Volksschule Zwi Perez Chajes des Vereins zur Erhaltung der Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien";"privat";0,142857142857143;"14% - 

 - Volksschule Zwi Perez Chajes des Vereins zur Erhaltung der Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien - Simon Wiesenthal-Gasse 3, 1020 Wien - 

 - privat"
"259";902161;48,2204789;16,3768629;"Malzgasse 16, 1020 Wien";"Private Volksschule des Vereins Machsike Hadass";"privat";NA;"NA - 

 - Private Volksschule des Vereins Machsike Hadass - Malzgasse 16, 1020 Wien - 

 - privat"
"260";902171;48,2210933;16,37848;"Obere Augartenstraße 1c,Augartenpalais, 1020 Wien";"Private Volksschule des Vereines Wiener Sängerknaben Augartenpalais";"privat";0,945454545454545;"95% - 

 - Private Volksschule des Vereines Wiener Sängerknaben Augartenpalais - Obere Augartenstraße 1c,Augartenpalais, 1020 Wien - 

 - privat"
"261";901011;48,2135351;16,3686268;"Börsegasse 5, 1010 Wien";"Volksschule";"öffentl.";0,702702702702703;"70% - 

 - Volksschule - Börsegasse 5, 1010 Wien - 

 - öffentl."
"262";901021;48,2071269;16,3787884;"Stubenbastei 3, 1010 Wien";"Volksschule";"öffentl.";0,720720720720721;"72% - 

 - Volksschule - Stubenbastei 3, 1010 Wien - 

 - öffentl."
"263";901031;48,2115609;16,3692501;"Judenplatz 6, 1010 Wien";"Private Volksschule der Schulstiftung der Erzdiözese Wien";"privat";0,858823529411765;"86% - 

 - Private Volksschule der Schulstiftung der Erzdiözese Wien - Judenplatz 6, 1010 Wien - 

 - privat"
